Happy,Angry,Surprise,Sad,Fear,emotion
0.07,0.0,0.2275,0.175,0.525,fear
0.0,0.25,0.25,0.0,0.5,fear
0.09000000000000001,0.05500000000000001,0.20500000000000002,0.21500000000000002,0.43,fear
0.0,0.0,0.0,0.27,0.73,fear
0.014500000000000002,0.012,0.091,0.0945,0.587,fear
0.14,0.14,0.14,0.29,0.29,sad
0.1875,0.0,0.1625,0.2025,0.4475,fear
0.0,0.04,0.04,0.22,0.7,fear
0.0,0.0,0.1,0.4,0.5,fear
0.08142857142857143,0.002857142857142857,0.16285714285714284,0.22214285714285714,0.3164285714285714,fear
0.09000000000000001,0.03333333333333333,0.10666666666666667,0.32,0.4466666666666667,fear
0.0,0.2,0.0,0.6,0.2,sad
0.0,0.33,0.0,0.33,0.33,angry
0.0,0.07,0.13,0.47,0.33,sad
0.12,0.04,0.2,0.27,0.37,fear
0.0,0.0,0.25,0.5,0.25,sad
0.0,0.0,0.2,0.6,0.2,sad
0.0,0.0,0.0,0.375,0.125,sad
0.0,0.17,0.17,0.33,0.33,sad
0.23,0.0,0.31,0.15,0.31,surprise
0.0,0.0,0.14,0.14,0.71,fear
0.07,0.0,0.21,0.14,0.57,fear
0.05,0.0,0.05,0.3,0.6,fear
0.0,0.0,0.0,0.0,1.0,fear
0.12,0.03,0.06,0.38,0.41,fear
0.17,0.04,0.08,0.33,0.38,fear
0.0,0.0,0.0,0.33,0.67,fear
0.0,0.6,0.2,0.0,0.2,angry
0.20333333333333334,0.0,0.17333333333333334,0.2866666666666667,0.0,sad
0.12,0.0,0.0,0.25,0.62,fear
0.21,0.05,0.16,0.32,0.26,sad
0.0,0.12,0.38,0.12,0.38,surprise
0.04,0.04,0.11,0.46,0.36,sad
0.0,0.0,0.1,0.3,0.6,fear
0.0,0.0,0.6,0.0,0.4,surprise
0.0,0.0,0.33,0.33,0.33,surprise
0.0,0.0,0.07,0.29,0.64,fear
0.10300000000000001,0.044,0.072,0.197,0.585,fear
0.14,0.02,0.14,0.26,0.44,fear
0.1,0.0,0.0,0.2,0.7,fear
0.17,0.0,0.0,0.33,0.5,fear
0.07,0.21,0.0,0.36,0.36,sad
0.0,0.0,0.08,0.33,0.58,fear
0.17,0.0,0.08,0.17,0.58,fear
0.0,0.08,0.08,0.23,0.62,fear
0.0,0.125,0.09,0.475,0.305,sad
0.0,0.0,0.0,0.67,0.33,sad
0.0,0.0,0.0,0.33,0.67,fear
0.07,0.14,0.03,0.38,0.38,sad
0.0,0.5,0.0,0.5,0.0,angry
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.17,0.0,0.17,0.67,fear
0.0,0.0,0.0,0.2,0.8,fear
0.0,0.0,0.33,0.44,0.22,sad
0.0,0.0,0.0,0.25,0.75,fear
0.0,0.25,0.0,0.5,0.25,sad
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.0,0.0,0.0,happy
0.1,0.02,0.12,0.41,0.34,sad
0.0,0.0,0.0,0.5,0.5,sad
0.38,0.12,0.12,0.0,0.38,happy
0.13,0.0,0.13,0.2,0.53,fear
0.08,0.08,0.08,0.08,0.67,fear
0.0,0.165,0.5,0.165,0.165,surprise
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.0,0.0,happy
0.17,0.17,0.0,0.33,0.33,sad
0.03,0.0,0.06,0.37,0.5449999999999999,fear
0.0,0.08333333333333333,0.16666666666666666,0.3466666666666667,0.4033333333333333,fear
0.0,0.0,0.165,0.165,0.665,fear
0.1,0.015,0.21500000000000002,0.15000000000000002,0.525,fear
0.125,0.0,0.0,0.0,0.875,fear
0.0,0.0,0.0,0.25,0.75,fear
0.0,0.0,0.12,0.38,0.5,fear
0.22,0.0,0.17,0.11,0.5,fear
0.17,0.0,0.0,0.25,0.58,fear
0.135,0.03,0.12,0.24,0.47,fear
0.2,0.0,0.0,0.0,0.8,fear
0.0,0.0,0.0,0.43,0.57,fear
0.0,0.0,0.0,0.0,0.0,happy
0.44333333333333336,0.0,0.0,0.06666666666666667,0.49000000000000005,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.1,0.1,0.8,fear
0.07,0.0,0.13,0.47,0.33,sad
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.35,0.35,0.29,surprise
0.03,0.03,0.24000000000000002,0.365,0.34,sad
0.1,0.0,0.05,0.3,0.55,fear
0.0,0.19,0.05,0.33,0.43,fear
0.25,0.0,0.0,0.25,0.5,fear
0.0,0.09,0.0,0.36,0.55,fear
0.0,0.0,0.5,0.0,0.5,surprise
0.0,0.08,0.08,0.25,0.58,fear
0.04,0.2,0.32,0.2,0.24,surprise
0.08,0.0,0.08,0.08,0.77,fear
0.0,0.0,0.092,0.41200000000000003,0.496,fear
0.0,0.0,0.0,0.56,0.44,sad
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.0,0.0,1.0,fear
0.25,0.0,0.0,0.33,0.42,fear
0.0,0.0,0.0,0.0,0.0,happy
0.19,0.0,0.0,0.06,0.75,fear
0.0,0.0,0.17,0.33,0.5,fear
0.05,0.1,0.17,0.4,0.28,sad
0.06,0.0,0.26,0.33,0.35,fear
0.25,0.0,0.0,0.125,0.625,fear
0.10333333333333333,0.0,0.12666666666666668,0.2733333333333333,0.49333333333333335,fear
0.08,0.08,0.08,0.35,0.42,fear
0.0,0.0,0.5,0.0,0.0,surprise
0.09,0.0,0.17,0.3,0.43,fear
0.12,0.03,0.06,0.38,0.41,fear
0.0,0.0,0.0,0.2,0.8,fear
0.0,0.0,0.25,0.5,0.25,sad
0.0,0.14,0.0,0.57,0.29,sad
0.0,0.0,0.0,0.25,0.75,fear
0.0,0.0,0.0,0.33,0.67,fear
0.14,0.0,0.14,0.29,0.43,fear
0.2,0.0,0.2,0.2,0.4,fear
0.0,0.0,0.0,0.4,0.6,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.275,0.295,0.43,fear
0.0,0.11,0.11,0.22,0.56,fear
0.0,0.0,0.0,1.0,0.0,sad
0.07,0.0,0.07,0.07,0.7849999999999999,fear
0.0,0.0,0.0,0.67,0.33,sad
0.04,0.0,0.15,0.15,0.65,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.1,0.05,0.85,fear
0.02,0.0,0.13,0.3,0.55,fear
0.14,0.29,0.0,0.0,0.57,fear
0.11499999999999999,0.06,0.155,0.315,0.36,fear
0.24,0.08,0.16,0.16,0.36,fear
0.0,0.1,0.2,0.4,0.3,sad
0.0,0.5,0.0,0.5,0.0,angry
0.1,0.0,0.0,0.1,0.8,fear
0.09,0.06,0.13,0.4,0.32,sad
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.0,0.5,0.5,sad
0.17,0.02,0.17,0.36,0.29,sad
0.09,0.0,0.09,0.55,0.27,sad
0.0,0.06,0.0,0.44,0.5,fear
0.25,0.12,0.12,0.0,0.5,fear
0.16999999999999998,0.06,0.14,0.425,0.19999999999999998,sad
0.07,0.07,0.03,0.28,0.55,fear
0.0,0.0,0.0,0.0,0.0,happy
0.3,0.0,0.2,0.1,0.4,fear
0.33,0.0,0.0,0.0,0.67,fear
0.078,0.048,0.14200000000000002,0.298,0.42800000000000005,fear
0.0,0.0,0.0,0.86,0.14,sad
0.03,0.03,0.03,0.21,0.69,fear
0.0,0.0,0.0,0.14,0.86,fear
0.0,0.0,0.44,0.33,0.22,surprise
0.0,0.0,0.165,0.335,0.5,fear
0.0,0.0,0.0,0.0,1.0,fear
0.18,0.09,0.09,0.0,0.64,fear
0.08666666666666667,0.0,0.14,0.24666666666666667,0.5233333333333333,fear
0.1,0.0,0.1,0.2,0.6,fear
0.0,1.0,0.0,0.0,0.0,angry
0.22,0.06,0.11,0.11,0.5,fear
0.0,0.0,0.0,0.0,1.0,fear
0.05,0.0,0.1,0.25,0.6,fear
0.09,0.09,0.09,0.18,0.55,fear
0.06583333333333334,0.014166666666666668,0.19416666666666668,0.2916666666666667,0.35083333333333333,fear
0.06,0.18,0.12,0.29,0.35,fear
0.14,0.0,0.07,0.36,0.43,fear
0.0,0.0,0.5,0.0,0.5,surprise
0.0,0.0,0.0,0.0,1.0,fear
0.5,0.0,0.0,0.0,0.5,happy
0.2,0.0,0.0,0.2,0.6,fear
0.02,0.02,0.10750000000000001,0.175,0.425,fear
0.0,0.08,0.0,0.31,0.62,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.33,0.0,0.0,0.33,0.33,happy
0.05,0.02,0.33,0.17,0.43,fear
0.0,0.02,0.18,0.26,0.54,fear
0.0,0.125,0.0,0.585,0.29000000000000004,sad
0.04,0.11,0.19,0.19,0.48,fear
0.33,0.0,0.0,0.0,0.67,fear
0.08,0.02,0.02,0.22,0.66,fear
0.0,0.0,0.08,0.08,0.85,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.25,0.75,fear
0.14,0.0,0.07,0.43,0.36,sad
0.0,0.0,0.07,0.4,0.53,fear
0.12,0.04,0.28,0.16,0.4,fear
0.185,0.0,0.065,0.21500000000000002,0.5349999999999999,fear
0.17,0.03,0.03,0.44,0.33,sad
0.08,0.23,0.08,0.23,0.38,fear
0.07,0.02,0.1,0.19,0.62,fear
0.0,0.06,0.35,0.18,0.41,fear
0.0,0.0,0.0,0.5,0.0,sad
0.0,0.07,0.29,0.0,0.64,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.12,0.62,0.25,sad
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.0,0.33,0.67,fear
0.0,0.0,1.0,0.0,0.0,surprise
0.0,0.0,0.17,0.17,0.67,fear
0.4,0.0,0.0,0.6,0.0,sad
0.0,0.0,0.2,0.2,0.6,fear
0.0,0.0,0.25,0.0,0.75,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.14,0.14,0.29,0.43,fear
0.2,0.2,0.0,0.1,0.5,fear
0.0,0.0,0.05,0.55,0.4,sad
0.0,0.0,0.14,0.0,0.86,fear
0.13,0.07,0.07,0.4,0.33,sad
0.0,0.0,0.38,0.38,0.25,surprise
0.2,0.0,0.0,0.4,0.4,sad
0.10500000000000001,0.05500000000000001,0.18,0.23500000000000001,0.42000000000000004,fear
0.14,0.1,0.0,0.1,0.67,fear
0.12,0.0,0.0,0.12,0.75,fear
0.13,0.0,0.07,0.2,0.6,fear
0.0,0.0,0.33,0.0,0.67,fear
0.12,0.0,0.12,0.41,0.35,sad
0.25,0.0,0.0,0.0,0.75,fear
0.0,0.0,0.25,0.75,0.0,sad
0.0,0.0,0.2,0.2,0.6,fear
0.12,0.03,0.15,0.3,0.39,fear
0.0,0.18,0.0,0.27,0.55,fear
0.06,0.06,0.12,0.25,0.5,fear
0.0,0.14,0.29,0.14,0.43,fear
1.0,0.0,0.0,0.0,0.0,happy
0.1,0.0,0.19,0.24,0.48,fear
0.0,0.0,0.12,0.25,0.62,fear
0.0,0.14,0.0,0.57,0.29,sad
0.0,0.09,0.04,0.3,0.57,fear
0.0,0.0,0.08,0.08,0.83,fear
0.0,0.0,0.0,0.33,0.67,fear
0.0,0.33,0.0,0.67,0.0,sad
0.03,0.1,0.21,0.21,0.45,fear
0.12,0.12,0.0,0.5,0.25,sad
0.12,0.12,0.0,0.25,0.5,fear
0.05000000000000001,0.07666666666666667,0.08666666666666667,0.39666666666666667,0.38999999999999996,sad
0.0,0.19,0.0,0.25,0.56,fear
0.0,0.0,0.25,0.25,0.5,fear
0.2,0.07,0.2,0.0,0.53,fear
0.05,0.0,0.0,0.63,0.32,sad
0.0,0.0,0.21,0.36,0.43,fear
0.5,0.0,0.0,0.5,0.0,happy
0.07,0.07,0.13,0.2,0.53,fear
0.0,0.0,0.06,0.56,0.39,sad
0.0,0.0,0.0,0.2,0.8,fear
0.13,0.045,0.175,0.185,0.465,fear
0.18,0.0,0.18,0.09,0.55,fear
0.39,0.11,0.06,0.11,0.33,happy
0.17,0.0,0.0,0.17,0.67,fear
0.0,0.0,0.5,0.0,0.5,surprise
0.01,0.0,0.28,0.12,0.585,fear
0.16,0.14333333333333334,0.15,0.07666666666666666,0.4666666666666666,fear
0.45,0.0,0.27,0.09,0.18,happy
0.22,0.22,0.17,0.11,0.28,fear
0.0,0.2,0.2,0.2,0.4,fear
0.0,0.0,0.09,0.255,0.655,fear
0.25,0.125,0.0,0.0,0.625,fear
0.0,0.23,0.0,0.08,0.69,fear
0.0,0.33,0.33,0.33,0.0,angry
0.5,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,happy
0.19,0.06,0.12,0.25,0.38,fear
0.12,0.03,0.19,0.31,0.34,fear
0.0,0.0,0.0,0.67,0.33,sad
0.27,0.0,0.13,0.0,0.6,fear
0.0,0.0,0.09,0.09,0.82,fear
0.27,0.0,0.0,0.27,0.45,fear
0.04,0.04,0.0,0.125,0.29,fear
0.03,0.0,0.05,0.18,0.74,fear
0.0,0.0,0.0,1.0,0.0,sad
0.07,0.07,0.07,0.21,0.57,fear
0.0,0.07,0.0,0.07,0.855,fear
0.33,0.0,0.0,0.0,0.67,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.12,0.0,0.12,0.24,0.53,fear
0.165,0.0,0.06,0.0,0.775,fear
0.0,0.0,0.3,0.3,0.4,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.0,0.33,0.67,fear
0.0,0.0,0.0,0.75,0.25,sad
0.0,0.0,0.0,0.4,0.6,fear
0.0,0.0,0.12,0.38,0.5,fear
0.14,0.0,0.14,0.43,0.29,sad
0.0,0.0,0.0,0.33,0.67,fear
0.14,0.0,0.0,0.24,0.62,fear
0.5,0.0,0.0,0.0,0.5,happy
0.0,0.0,0.25,0.0,0.75,fear
0.02,0.04,0.15,0.4,0.4,sad
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.4,0.6,fear
0.0,0.07,0.14,0.21,0.57,fear
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.17,0.17,0.33,0.33,sad
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.2,0.8,fear
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,1.0,0.0,0.0,surprise
0.085,0.0,0.19,0.215,0.505,fear
0.07,0.07,0.07,0.21,0.57,fear
0.14,0.0,0.29,0.14,0.43,fear
0.22,0.0,0.11,0.11,0.56,fear
0.0,0.12,0.38,0.0,0.5,fear
0.0,0.0,0.0,0.0,0.0,happy
0.17,0.0,0.39,0.17,0.26,surprise
0.0,0.0,0.25,0.17,0.58,fear
0.11,0.0,0.22,0.11,0.56,fear
0.25,0.12,0.0,0.25,0.38,fear
0.0,0.0,0.2,0.2,0.6,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.2,0.2,0.6,fear
0.12,0.0,0.12,0.25,0.5,fear
0.12,0.0,0.08,0.21,0.58,fear
0.25,0.0,0.06,0.44,0.25,sad
0.0,0.04,0.075,0.115,0.27,fear
0.12,0.16,0.04,0.28,0.4,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.25,0.0,0.75,fear
0.5,0.0,0.0,0.0,0.5,happy
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.25,0.33,0.42,fear
0.27,0.09,0.18,0.09,0.36,fear
0.0,0.2,0.0,0.2,0.6,fear
0.0,0.0,0.25,0.25,0.5,fear
0.08,0.08,0.08,0.42,0.33,sad
0.16666666666666666,0.013333333333333334,0.13999999999999999,0.15333333333333335,0.5333333333333333,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.06,0.125,0.81,fear
0.08,0.04,0.08,0.21,0.58,fear
0.0,0.0,0.0,0.23,0.77,fear
0.33,0.0,0.33,0.17,0.17,happy
0.1925,0.0425,0.0975,0.2425,0.425,fear
0.0,0.0,0.67,0.0,0.33,surprise
0.02,0.17,0.17,0.38,0.26,sad
0.18,0.0,0.12,0.12,0.59,fear
0.0,0.08,0.25,0.08,0.58,fear
0.2,0.0,0.0,0.0,0.8,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.0,0.0,0.0,1.0,fear
0.1,0.0,0.0,0.6,0.3,sad
0.0,0.0,0.5,0.5,0.0,surprise
0.12,0.02,0.17,0.14,0.55,fear
0.0,0.0,0.12,0.62,0.25,sad
0.0,0.08,0.42,0.33,0.17,surprise
0.0,0.0,0.0,0.67,0.33,sad
0.25,0.0,0.12,0.12,0.5,fear
0.0,0.0,1.0,0.0,0.0,surprise
0.0,0.0,0.0,0.33,0.67,fear
0.08,0.08,0.18,0.21,0.46,fear
0.0,0.0,0.12,0.12,0.75,fear
0.33,0.17,0.0,0.17,0.33,happy
0.0,0.0,0.12,0.25,0.62,fear
0.0,0.0,0.57,0.0,0.43,surprise
0.165,0.165,0.165,0.33,0.165,sad
0.0,0.0,0.0,0.0,1.0,fear
0.04,0.13,0.22,0.26,0.35,fear
0.25,0.0,0.0,0.0,0.75,fear
0.0,0.0,0.5,0.0,0.5,surprise
0.0,0.0,0.27,0.27,0.45,fear
0.2,0.0,0.0,0.2,0.6,fear
0.0,0.0,0.44,0.0,0.56,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.25,0.25,0.5,fear
0.07,0.0,0.07,0.215,0.645,fear
0.0,0.25,0.0,0.0,0.75,fear
0.0,0.0,0.4,0.2,0.4,surprise
0.12,0.06,0.0,0.29,0.53,fear
0.18,0.14,0.07,0.27,0.34,fear
0.0,0.0,0.12,0.0,0.88,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.06,0.29,0.35,0.29,sad
0.19,0.05,0.07,0.44,0.26,sad
0.1,0.0,0.0,0.2,0.7,fear
0.0,0.0,0.0,1.0,0.0,sad
0.11,0.0,0.0,0.44,0.44,sad
0.045,0.03,0.35,0.13,0.445,fear
0.0,0.04,0.3,0.39,0.26,sad
0.4,0.0,0.05,0.2,0.35,happy
0.17,0.08,0.08,0.08,0.58,fear
0.06,0.12,0.27,0.24,0.3,fear
0.43,0.29,0.14,0.14,0.0,happy
0.0,0.0,0.0,0.2,0.8,fear
0.0,0.0,0.0,0.2,0.8,fear
0.025,0.0,0.33499999999999996,0.195,0.44499999999999995,fear
0.13,0.0,0.13,0.2,0.53,fear
0.0,0.14,0.0,0.14,0.71,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.0,0.0,0.5,0.0,0.5,surprise
0.0,0.0,0.5,0.5,0.0,surprise
0.18,0.09,0.0,0.36,0.36,sad
0.0,0.18,0.09,0.45,0.27,sad
0.14,0.0,0.0,0.29,0.57,fear
0.0,0.0,0.0,0.5,0.5,sad
0.25,0.0,0.0,0.0,0.75,fear
0.25,0.08,0.0,0.29,0.38,fear
0.25,0.25,0.0,0.25,0.25,happy
0.0,0.0,0.17,0.17,0.67,fear
0.0,0.0,0.14,0.27,0.59,fear
0.04,0.12,0.16,0.2,0.48,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.0,0.33,0.33,0.33,surprise
0.0,0.17,0.0,0.17,0.67,fear
0.0,0.0,0.18,0.24,0.59,fear
0.0,0.08,0.25,0.17,0.5,fear
0.06,0.06,0.18,0.35,0.35,sad
0.0,0.0,0.0,0.4,0.6,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.3,0.7,fear
1.0,0.0,0.0,0.0,0.0,happy
0.0,0.14,0.0,0.57,0.29,sad
0.09,0.0,0.09,0.45,0.36,sad
0.0,0.0,0.0,0.4,0.6,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.18,0.18,0.09,0.55,fear
0.0,0.0,0.25,0.25,0.5,fear
0.0,0.0,0.0,0.0,1.0,fear
0.33,0.0,0.0,0.0,0.67,fear
0.2,0.03,0.23,0.17,0.37,fear
0.0,0.07,0.07,0.14,0.71,fear
0.06,0.06,0.13,0.55,0.19,sad
0.33,0.0,0.33,0.0,0.33,happy
0.03,0.03,0.13,0.19,0.61,fear
0.04,0.0,0.0,0.33,0.62,fear
0.12,0.0,0.12,0.38,0.38,sad
0.33,0.0,0.33,0.0,0.33,happy
0.0,0.0,0.2,0.225,0.575,fear
0.02,0.03666666666666667,0.07333333333333333,0.07333333333333333,0.4633333333333334,fear
0.0,0.25,0.25,0.0,0.5,fear
0.05,0.0,0.3,0.2,0.45,fear
0.05,0.025,0.055,0.08,0.7949999999999999,fear
0.06,0.06,0.17,0.22,0.5,fear
0.0,0.17,0.08,0.25,0.5,fear
0.33,0.06,0.19,0.28,0.14,happy
0.29,0.0,0.04,0.2,0.47,fear
0.15,0.11,0.0,0.15,0.59,fear
0.05,0.1,0.1,0.4,0.35,sad
0.12,0.06,0.0,0.5,0.31,sad
0.0,0.25,0.0,0.0,0.75,fear
0.0,0.0,0.14,0.36,0.5,fear
0.0,0.0,0.1,0.6,0.3,sad
0.16,0.07,0.06,0.285,0.42,fear
0.0,0.0,0.0,0.0,0.0,happy
0.12,0.0,0.12,0.29,0.47,fear
0.0,0.0,0.0,0.0,0.0,happy
0.08,0.08,0.08,0.35,0.42,fear
0.0,0.0,0.67,0.33,0.0,surprise
0.25,0.0,0.0,0.5,0.25,sad
0.25,0.0,0.0,0.5,0.25,sad
0.13333333333333333,0.11,0.06666666666666667,0.0,0.69,fear
0.0,0.0,0.0,0.25,0.75,fear
0.0,0.0,0.0,0.5,0.5,sad
0.0,0.33,0.33,0.0,0.33,angry
0.17,0.0,0.0,0.17,0.67,fear
0.06,0.03,0.09,0.24,0.58,fear
0.25,0.0,0.0,0.25,0.0,happy
0.22,0.11,0.06,0.33,0.28,sad
0.0,0.0,0.38,0.12,0.5,fear
0.0,0.0,0.0,0.0,0.0,happy
0.21,0.11,0.26,0.11,0.32,fear
0.23,0.05,0.11,0.18,0.43,fear
0.05,0.0,0.15,0.45,0.35,sad
0.0175,0.0925,0.11,0.24250000000000005,0.53,fear
0.0,0.0,0.0,0.5,0.5,sad
0.03,0.05,0.14,0.27,0.51,fear
0.0,0.0,0.0,0.22,0.78,fear
0.25,0.03666666666666667,0.3233333333333333,0.07333333333333335,0.31666666666666665,surprise
0.0,0.12,0.0,0.62,0.25,sad
0.0,0.2,0.0,0.4,0.4,sad
0.11,0.11,0.0,0.33,0.44,fear
0.0,0.0,0.29,0.07,0.64,fear
0.0,0.0,0.0,0.0,1.0,fear
0.12,0.12,0.25,0.25,0.25,surprise
0.09,0.03,0.23,0.31,0.34,fear
0.11,0.18,0.055,0.165,0.485,fear
0.0,0.0,0.0,0.0,0.0,happy
0.11,0.11,0.16666666666666666,0.11,0.5,fear
0.11,0.11,0.19,0.22,0.37,fear
0.09,0.03,0.29,0.09,0.5,fear
0.33,0.0,0.0,0.44,0.22,sad
0.04,0.08,0.28,0.4,0.2,sad
0.07,0.11000000000000001,0.135,0.065,0.62,fear
0.0,0.06,0.13,0.195,0.605,fear
0.0,0.25,0.12,0.12,0.5,fear
0.04,0.04,0.04,0.24,0.645,fear
0.07,0.0,0.0,0.07,0.355,fear
0.07,0.0,0.18,0.11,0.635,fear
0.05,0.05,0.085,0.25,0.56,fear
0.11,0.18,0.19,0.28,0.235,sad
0.0,0.055,0.055,0.28,0.61,fear
0.115,0.075,0.325,0.0,0.48,fear
0.35,0.05,0.1,0.0,0.5,fear
0.025,0.025,0.43,0.22999999999999998,0.29,surprise
0.06,0.0,0.09666666666666668,0.16,0.3466666666666667,fear
0.015,0.0,0.09,0.37,0.525,fear
0.0,0.0,0.055,0.275,0.67,fear
0.09,0.0,0.18,0.45,0.27,sad
0.14,0.09,0.14,0.34,0.29,sad
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.0,0.18,0.27,0.55,fear
0.0,0.12,0.12,0.38,0.38,sad
0.0,0.0,0.1,0.2,0.7,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.0,1.0,fear
0.08499999999999999,0.0,0.235,0.095,0.585,fear
0.44,0.0,0.0,0.44,0.125,happy
1.0,0.0,0.0,0.0,0.0,happy
0.04,0.115,0.155,0.04,0.655,fear
0.15,0.0,0.1,0.4,0.35,sad
0.08,0.02,0.085,0.255,0.56,fear
0.0,0.0,0.05,0.4,0.55,fear
0.03,0.03,0.225,0.37,0.335,sad
0.13,0.07,0.2,0.33,0.27,sad
0.0,0.0,0.0,0.5,0.5,sad
0.125,0.0,0.625,0.0,0.25,surprise
0.25,0.02,0.2225,0.0775,0.43,fear
0.0,0.0,0.185,0.15,0.67,fear
0.0,0.0,1.0,0.0,0.0,surprise
0.3,0.15000000000000002,0.05,0.15,0.35,fear
0.045,0.0,0.24,0.18,0.535,fear
0.2,0.0,0.0,0.0,0.8,fear
0.0,0.0,0.0,1.0,0.0,sad
0.12000000000000001,0.05,0.12000000000000001,0.17,0.5349999999999999,fear
0.33,0.0,0.0,0.0,0.67,fear
0.0,0.0,0.33,0.33,0.33,surprise
0.1,0.045,0.135,0.335,0.38,fear
0.0,0.07,0.07,0.4,0.47,fear
0.25,0.0,0.17,0.17,0.42,fear
0.0,0.0,0.2,0.6,0.2,sad
0.165,0.035,0.035,0.365,0.4,fear
0.0,0.0,0.0,0.0,1.0,fear
0.33,0.33,0.0,0.0,0.33,happy
0.0,0.0,0.0,0.5,0.5,sad
0.31666666666666665,0.0,0.12,0.26333333333333336,0.2966666666666667,happy
0.14,0.0,0.29,0.43,0.14,sad
0.11,0.0,0.22000000000000003,0.245,0.42,fear
0.03333333333333333,0.0,0.08333333333333333,0.125,0.7583333333333333,fear
0.0,0.0,0.0,0.0,1.0,fear
0.20500000000000002,0.015,0.035,0.245,0.49,fear
0.0,0.08,0.17,0.0,0.75,fear
0.0,0.0,0.0,0.0,1.0,fear
0.18,0.07,0.11,0.32,0.32,sad
0.0,0.0,0.0,0.5,0.5,sad
0.2,0.055,0.055,0.21000000000000002,0.48000000000000004,fear
0.175,0.0,0.105,0.105,0.62,fear
0.0,0.0,0.0,0.0,0.0,happy
0.0,0.025,0.05,0.025,0.4,fear
0.2,0.0,0.0,0.4,0.4,sad
0.06,0.06,0.0,0.53,0.35,sad
0.06,0.06,0.125,0.625,0.125,sad
0.0,0.0,0.17,0.5,0.33,sad
0.07,0.07,0.26,0.19,0.42,fear
0.2,0.0,0.0,0.8,0.0,sad
0.03,0.08,0.05,0.35,0.49,fear
0.0,0.07,0.0,0.14,0.79,fear
0.06,0.0,0.03,0.205,0.7,fear
0.24,0.12,0.06,0.24,0.35,fear
0.0,0.0,0.0,0.0,1.0,fear
0.0,0.0,0.0,0.33,0.67,fear
0.06,0.06,0.125,0.06,0.69,fear
0.0,0.0,0.25,0.75,0.0,sad
0.06799999999999999,0.064,0.17800000000000002,0.166,0.5279999999999999,fear
0.0,0.29,0.0,0.57,0.14,sad
0.3,0.1,0.0,0.5,0.1,sad
0.0,0.0,0.5,0.5,0.0,surprise
0.0,0.0,0.0,1.0,0.0,sad
0.0,0.0,0.25,0.5,0.25,sad
0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,fear
0.4,0.0,0.2,0.0,0.4,happy
0.0,0.0,0.0,0.5,0.5,sad
0.03,0.03,0.06,0.31,0.58,fear
0.09,0.0,0.275,0.265,0.365,fear
0.0,0.5,0.25,0.25,0.0,angry
0.03,0.03,0.03,0.45,0.45,sad
0.08333333333333333,0.04,0.06,0.37333333333333335,0.43999999999999995,fear
0.0,0.25,0.0,0.0,0.75,fear
0.0,0.0,0.0,0.2,0.8,fear
0.0,0.0,0.07,0.07,0.855,fear
0.0,0.0,0.4,0.4,0.2,surprise
0.06,0.0,0.29,0.18,0.47,fear
0.07,0.02,0.12,0.32,0.46,fear
0.17,0.0,0.17,0.11,0.56,fear
